<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.07.30	11:30:00	3328.442	3331.601	3323.966	3330.846	3684	0	160
2025.07.30	12:00:00	3330.869	3331.904	3326.116	3328.222	4354	0	160
2025.07.30	12:30:00	3328.230	3328.745	3310.540	3313.421	9614	0	160
2025.07.30	13:00:00	3313.446	3316.115	3304.182	3305.428	12132	0	160
2025.07.30	13:30:00	3305.392	3308.126	3298.464	3303.078	10257	0	160
2025.07.30	14:00:00	3303.177	3308.376	3301.561	3301.831	6060	0	160
2025.07.30	14:30:00	3301.905	3306.313	3301.166	3302.045	4072	0	160
2025.07.30	15:00:00	3302.115	3303.341	3290.614	3292.572	6716	0	160
2025.07.30	15:30:00	3292.535	3293.998	3288.575	3290.465	5224	0	160
2025.07.30	16:00:00	3290.450	3297.489	3289.874	3295.286	3992	0	160
2025.07.30	16:30:00	3295.260	3298.529	3293.702	3297.950	3075	0	160
2025.07.30	17:00:00	3297.990	3300.407	3297.654	3299.034	3002	0	160
2025.07.30	17:30:00	3299.053	3302.100	3298.053	3301.493	2856	0	160
2025.07.30	18:00:00	3301.376	3304.767	3296.961	3297.720	10705	0	160
2025.07.30	18:30:00	3297.673	3299.271	3279.474	3280.273	20986	0	160
2025.07.30	19:00:00	3280.178	3282.680	3272.011	3273.177	14128	0	160
2025.07.30	19:30:00	3273.102	3275.692	3268.034	3269.396	8217	0	160
2025.07.30	20:00:00	3269.334	3275.689	3268.912	3269.572	4275	0	160
2025.07.30	20:30:00	3269.578	3276.212	3269.441	3275.266	3384	0	160
2025.07.30	22:00:00	3274.201	3280.076	3274.201	3277.181	3451	0	160
2025.07.30	22:30:00	3277.273	3279.855	3277.000	3278.907	1838	0	160
2025.07.30	23:00:00	3278.906	3280.266	3277.742	3279.716	1779	0	160
2025.07.30	23:30:00	3279.650	3285.800	3279.556	3285.303	2690	0	160
2025.07.31	00:00:00	3285.257	3288.192	3282.802	3283.730	4469	0	160
2025.07.31	00:30:00	3283.774	3288.496	3283.774	3286.543	3480	0	160
2025.07.31	01:00:00	3286.569	3291.371	3285.128	3287.347	6075	0	160
2025.07.31	01:30:00	3287.351	3294.007	3285.483	3293.786	4738	0	160
2025.07.31	02:00:00	3293.838	3295.817	3291.414	3292.536	3659	0	160
2025.07.31	02:30:00	3292.501	3297.516	3290.476	3297.218	3587	0	160
2025.07.31	03:00:00	3297.252	3298.550	3293.407	3295.742	3422	0	160
2025.07.31	03:30:00	3295.743	3297.920	3294.308	3295.086	2567	0	160
2025.07.31	04:00:00	3295.042	3296.388	3293.676	3294.481	2464	0	160
2025.07.31	04:30:00	3294.479	3298.418	3293.884	3298.098	2188	0	160
2025.07.31	05:00:00	3298.065	3299.139	3295.557	3295.883	2229	0	160
2025.07.31	05:30:00	3295.826	3301.540	3294.646	3299.671	3048	0	160
2025.07.31	06:00:00	3299.641	3303.967	3298.194	3301.952	4663	0	160
2025.07.31	06:30:00	3301.982	3304.862	3298.112	3299.096	3413	0	160
2025.07.31	07:00:00	3299.027	3303.692	3298.018	3301.019	3694	0	160
2025.07.31	07:30:00	3300.919	3309.746	3299.433	3304.722	4842	0	160
2025.07.31	08:00:00	3304.682	3314.839	3303.515	3310.817	4883	0	160
2025.07.31	08:30:00	3310.842	3313.530	3308.838	3309.953	3732	0	160
2025.07.31	09:00:00	3309.914	3313.110	3306.724	3307.500	3838	0	160
2025.07.31	09:30:00	3307.530	3309.240	3304.873	3306.634	3963	0	160
2025.07.31	10:00:00	3306.703	3308.161	3303.383	3304.667	3456	0	160
2025.07.31	10:30:00	3304.602	3305.122	3293.786	3296.261	5053	0	160
2025.07.31	11:00:00	3296.269	3303.506	3295.146	3302.292	5343	0	160
2025.07.31	11:30:00	3302.246	3307.776	3302.175	3306.111	4665	0	160
2025.07.31	12:00:00	3306.086	3307.865	3304.249	3306.821	5156	0	160
2025.07.31	12:30:00	3306.893	3311.164	3303.888	3307.642	5932	0	160
2025.07.31	13:00:00	3307.677	3310.450	3304.649	3308.429	7360	0	160
2025.07.31	13:30:00	3308.455	3308.881	3300.591	3301.413	11302	0	160
2025.07.31	14:00:00	3301.369	3303.177	3295.505	3296.661	8889	0	160
2025.07.31	14:30:00	3296.650	3298.195	3291.300	3296.121	6402	0	160
2025.07.31	15:00:00	3296.092	3299.136	3291.304	3295.597	6155	0	160
2025.07.31	15:30:00	3295.613	3298.068	3292.804	3295.545	4564	0	160
2025.07.31	16:00:00	3295.437	3295.674	3289.617	3292.538	5779	0	160
2025.07.31	16:30:00	3292.581	3297.325	3291.351	3294.988	4082	0	160
2025.07.31	17:00:00	3294.965	3298.430	3294.789	3296.054	3858	0	160
2025.07.31	17:30:00	3296.021	3296.593	3294.023	3295.006	3706	0	160
2025.07.31	18:00:00	3295.043	3297.102	3292.821	3296.581	2864	0	160
2025.07.31	18:30:00	3296.470	3296.666	3294.492	3295.711	2636	0	160
2025.07.31	19:00:00	3295.755	3296.370	3290.506	3291.120	2665	0	160
2025.07.31	19:30:00	3291.117	3294.805	3290.517	3291.029	3305	0	160
2025.07.31	20:00:00	3290.989	3293.711	3290.723	3291.861	2406	0	160
2025.07.31	20:30:00	3291.825	3292.141	3289.830	3290.735	1699	0	160
2025.07.31	22:00:00	3289.847	3293.807	3289.583	3293.309	1746	0	160
2025.07.31	22:30:00	3293.390	3295.172	3292.781	3295.010	1611	0	160
2025.07.31	23:00:00	3294.999	3295.138	3288.296	3292.242	2762	0	160
2025.07.31	23:30:00	3292.184	3292.280	3287.967	3288.651	2173	0	160
2025.08.01	00:00:00	3288.607	3290.098	3286.442	3288.615	3465	0	160
2025.08.01	00:30:00	3288.587	3293.799	3288.099	3290.356	3553	0	160
2025.08.01	01:00:00	3290.304	3293.535	3288.807	3290.353	4245	0	160
2025.08.01	01:30:00	3290.364	3291.654	3281.590	3283.643	4290	0	160
2025.08.01	02:00:00	3283.616	3291.193	3283.269	3289.505	4263	0	160
2025.08.01	02:30:00	3289.534	3292.462	3287.074	3291.718	3477	0	160
2025.08.01	03:00:00	3291.713	3297.106	3291.452	3292.659	3333	0	160
2025.08.01	03:30:00	3292.608	3293.271	3290.532	3291.456	2516	0	160
2025.08.01	04:00:00	3291.437	3293.951	3290.412	3292.722	2718	0	160
2025.08.01	04:30:00	3292.769	3295.580	3290.063	3292.094	3093	0	160
2025.08.01	05:00:00	3292.181	3294.572	3291.769	3293.154	2588	0	160
2025.08.01	05:30:00	3293.195	3300.445	3292.622	3296.712	3658	0	160
2025.08.01	06:00:00	3296.669	3297.623	3291.689	3292.094	3661	0	160
2025.08.01	06:30:00	3292.126	3293.077	3290.594	3292.381	3139	0	160
2025.08.01	07:00:00	3292.359	3293.396	3289.451	3290.951	3731	0	160
2025.08.01	07:30:00	3290.991	3291.084	3285.223	3286.861	4379	0	160
2025.08.01	08:00:00	3286.823	3289.618	3285.247	3287.949	3842	0	160
2025.08.01	08:30:00	3288.010	3294.501	3286.643	3294.265	3314	0	160
2025.08.01	09:00:00	3294.248	3296.339	3293.074	3294.412	3123	0	160
2025.08.01	09:30:00	3294.313	3296.427	3292.753	3294.438	3267	0	160
2025.08.01	10:00:00	3294.447	3296.359	3293.461	3293.983	2486	0	160
2025.08.01	10:30:00	3294.023	3303.076	3293.224	3298.360	4141	0	160
2025.08.01	11:00:00	3298.397	3301.330	3298.395	3299.876	3547	0	160
2025.08.01	11:30:00	3299.827	3301.326	3296.811	3300.309	3255	0	160
2025.08.01	12:00:00	3300.342	3304.159	3297.385	3301.935	4963	0	160
2025.08.01	12:30:00	3301.997	3345.261	3301.903	3341.208	24000	0	160
2025.08.01	13:00:00	3341.182	3354.631	3339.607	3351.712	16051	0	160
2025.08.01	13:30:00	3351.679	3353.362	3338.816	3342.162	16390	0	160
2025.08.01	14:00:00	3342.224	3355.114	3342.129	3345.891	14593	0	160
2025.08.01	14:30:00	3345.933	3347.750	3341.295	3345.868	10019	0	160
2025.08.01	15:00:00	3345.921	3350.973	3341.525	3349.492	7568	0	160
2025.08.01	15:30:00	3349.503	3351.320	3346.940	3348.567	5706	0	160
2025.08.01	16:00:00	3348.532	3349.377	3340.532	3341.082	5757	0	160
2025.08.01	16:30:00	3341.165	3348.809	3340.554	3347.365	5495	0	160
2025.08.01	17:00:00	3347.284	3349.434	3345.565	3347.453	5184	0	160
2025.08.01	17:30:00	3347.412	3349.209	3346.904	3348.220	3473	0	160
2025.08.01	18:00:00	3348.249	3349.935	3345.882	3349.238	3345	0	160
2025.08.01	18:30:00	3349.276	3351.342	3347.469	3347.624	2864	0	160
2025.08.01	19:00:00	3347.585	3351.135	3347.585	3350.927	2445	0	160
2025.08.01	19:30:00	3350.969	3361.323	3350.770	3357.185	7555	0	160
2025.08.01	20:00:00	3357.239	3360.894	3357.028	3360.426	2635	0	160
2025.08.01	20:30:00	3360.464	3363.566	3360.352	3363.119	2505	0	160
2025.08.03	22:00:00	3364.339	3364.521	3359.119	3360.642	3726	0	160
2025.08.03	22:30:00	3360.640	3360.816	3357.686	3359.084	3172	0	160
2025.08.03	23:00:00	3359.126	3359.416	3354.561	3355.984	2781	0	160
2025.08.03	23:30:00	3356.005	3362.050	3355.969	3361.957	2741	0	160
2025.08.04	00:00:00	3361.990	3362.381	3354.455	3355.580	3928	0	160
2025.08.04	00:30:00	3355.503	3355.503	3350.113	3352.197	3779	0	160
2025.08.04	01:00:00	3352.149	3353.639	3345.006	3347.624	5187	0	160
2025.08.04	01:30:00	3347.580	3353.243	3346.683	3352.315	4000	0	160
2025.08.04	02:00:00	3352.232	3355.281	3350.243	3354.114	2935	0	160
2025.08.04	02:30:00	3354.003	3354.758	3352.095	3354.233	2617	0	160
2025.08.04	03:00:00	3354.301	3357.690	3354.301	3356.920	3150	0	160
2025.08.04	03:30:00	3356.881	3360.817	3355.555	3360.255	2650	0	160
2025.08.04	04:00:00	3360.259	3361.493	3359.970	3360.902	1910	0	160
2025.08.04	04:30:00	3360.888	3362.178	3358.771	3358.953	2336	0	160
2025.08.04	05:00:00	3358.914	3361.003	3358.105	3358.794	2138	0	160
2025.08.04	05:30:00	3358.766	3359.443	3355.442	3357.553	2557	0	160
2025.08.04	06:00:00	3357.495	3360.848	3353.555	3353.812	3823	0	160
2025.08.04	06:30:00	3353.845	3362.671	3353.728	3362.625	3593	0	160
2025.08.04	07:00:00	3362.568	3362.568	3353.258	3353.757	3967	0	160
2025.08.04	07:30:00	3353.802	3356.599	3351.732	3355.873	4592	0	160
2025.08.04	08:00:00	3355.904	3359.781	3354.081	3358.795	3600	0	160
2025.08.04	08:30:00	3358.782	3359.831	3356.934	3358.448	2876	0	160
2025.08.04	09:00:00	3358.407	3361.836	3357.910	3361.031	2903	0	160
2025.08.04	09:30:00	3360.993	3361.213	3356.874	3357.977	3095	0	160
2025.08.04	10:00:00	3357.953	3358.927	3352.886	3356.398	3109	0	160
2025.08.04	10:30:00	3356.433	3358.421	3356.134	3357.826	2609	0	160
2025.08.04	11:00:00	3357.887	3368.092	3357.642	3367.626	4264	0	160
2025.08.04	11:30:00	3367.693	3370.749	3365.706	3370.263	3433	0	160
2025.08.04	12:00:00	3370.266	3371.552	3363.703	3363.810	4948	0	160
2025.08.04	12:30:00	3363.790	3368.930	3361.037	3367.790	4963	0	160
2025.08.04	13:00:00	3367.808	3377.444	3367.031	3375.523	6098	0	160
2025.08.04	13:30:00	3375.613	3385.360	3373.434	3383.241	7839	0	160
2025.08.04	14:00:00	3383.288	3384.613	3374.789	3377.340	6334	0	160
2025.08.04	14:30:00	3377.398	3379.839	3371.828	3374.041	5145	0	160
2025.08.04	15:00:00	3374.020	3375.674	3371.412	3372.141	5223	0	160
2025.08.04	15:30:00	3372.116	3376.108	3370.647	3374.306	3984	0	160
2025.08.04	16:00:00	3374.305	3378.153	3372.832	3374.017	3693	0	160
2025.08.04	16:30:00	3373.913	3373.948	3370.571	3370.967	3134	0	160
2025.08.04	17:00:00	3370.986	3373.335	3370.659	3372.365	2991	0	160
2025.08.04	17:30:00	3372.339	3374.316	3371.787	3373.946	2681	0	160
2025.08.04	18:00:00	3374.059	3376.857	3373.190	3375.834	2047	0	160
2025.08.04	18:30:00	3375.950	3376.725	3375.050	3375.817	2025	0	160
2025.08.04	19:00:00	3375.806	3377.165	3375.399	3376.526	1970	0	160
2025.08.04	19:30:00	3376.515	3377.078	3374.440	3375.971	2261	0	160
2025.08.04	20:00:00	3375.917	3376.928	3374.718	3375.978	1524	0	160
2025.08.04	20:30:00	3375.909	3376.062	3373.415	3373.878	1217	0	160
2025.08.04	22:00:00	3375.404	3376.422	3374.407	3374.701	1177	0	160
2025.08.04	22:30:00	3374.703	3375.346	3373.689	3374.733	1135	0	160
2025.08.04	23:00:00	3374.728	3379.431	3374.728	3379.186	2066	0	160
2025.08.04	23:30:00	3379.169	3379.703	3376.348	3377.407	1996	0	160
2025.08.05	00:00:00	3377.383	3378.934	3375.858	3377.465	2147	0	160
2025.08.05	00:30:00	3377.423	3381.409	3377.423	3379.777	2642	0	160
2025.08.05	01:00:00	3379.806	3382.398	3377.894	3380.005	3331	0	160
2025.08.05	01:30:00	3379.996	3382.240	3379.061	3379.061	2863	0	160
2025.08.05	02:00:00	3378.963	3381.452	3375.638	3375.971	2861	0	160
2025.08.05	02:30:00	3375.926	3378.249	3373.618	3373.618	2989	0	160
2025.08.05	03:00:00	3373.590	3375.447	3372.768	3373.334	2309	0	160
2025.08.05	03:30:00	3373.315	3374.892	3372.057	3372.057	2143	0	160
2025.08.05	04:00:00	3372.107	3373.256	3371.197	3372.489	1910	0	160
2025.08.05	04:30:00	3372.491	3372.674	3370.981	3371.114	1649	0	160
2025.08.05	05:00:00	3371.169	3371.169	3367.720	3369.371	3087	0	160
2025.08.05	05:30:00	3369.360	3374.078	3369.022	3373.988	2886	0	160
2025.08.05	06:00:00	3374.022	3374.150	3368.569	3369.511	2771	0	160
2025.08.05	06:30:00	3369.486	3370.412	3365.688	3366.147	3029	0	160
2025.08.05	07:00:00	3366.255	3374.667	3366.069	3374.207	4163	0	160
2025.08.05	07:30:00	3374.245	3375.499	3371.242	3373.614	3013	0	160
2025.08.05	08:00:00	3373.644	3374.626	3370.649	3372.827	3013	0	160
2025.08.05	08:30:00	3372.824	3373.473	3366.053	3366.124	2974	0	160
2025.08.05	09:00:00	3366.162	3366.355	3364.017	3364.894	2771	0	160
2025.08.05	09:30:00	3364.903	3365.315	3358.890	3359.620	3584	0	160
2025.08.05	10:00:00	3359.644	3361.755	3354.449	3356.297	4019	0	160
2025.08.05	10:30:00	3356.278	3357.973	3352.942	3353.220	3206	0	160
2025.08.05	11:00:00	3353.230	3354.262	3351.369	3352.149	3514	0	160
2025.08.05	11:30:00	3352.142	3354.330	3349.803	3351.408	3481	0	160
2025.08.05	12:00:00	3351.408	3360.784	3349.903	3360.784	5169	0	160
2025.08.05	12:30:00	3360.817	3367.029	3360.163	3366.147	5049	0	160
2025.08.05	13:00:00	3366.194	3371.680	3365.837	3370.332	4657	0	160
2025.08.05	13:30:00	3370.433	3379.675	3369.261	3373.726	7511	0	160
2025.08.05	14:00:00	3373.788	3382.341	3370.464	3379.810	10429	0	160
2025.08.05	14:30:00	3379.781	3386.593	3378.691	3385.354	6505	0	160
2025.08.05	15:00:00	3385.386	3387.951	3383.631	3384.713	4340	0	160
2025.08.05	15:30:00	3384.784	3390.033	3382.134	3389.490	3931	0	160
2025.08.05	16:00:00	3389.527	3390.452	3381.691	3382.434	3404	0	160
2025.08.05	16:30:00	3382.433	3383.145	3376.890	3382.015	5144	0	160
2025.08.05	17:00:00	3382.055	3382.424	3379.000	3380.048	2739	0	160
2025.08.05	17:30:00	3380.007	3382.828	3378.985	3380.099	2693	0	160
2025.08.05	18:00:00	3380.098	3381.191	3378.382	3379.688	2560	0	160
2025.08.05	18:30:00	3379.680	3380.974	3378.693	3380.091	2370	0	160
2025.08.05	19:00:00	3380.012	3381.405	3378.135	3379.653	2072	0	160
2025.08.05	19:30:00	3379.691	3381.015	3378.803	3379.006	2155	0	160
2025.08.05	20:00:00	3378.945	3380.487	3378.783	3379.812	1230	0	160
2025.08.05	20:30:00	3379.816	3380.941	3378.414	3380.799	1293	0	160
2025.08.05	22:00:00	3381.432	3381.691	3378.996	3379.055	1217	0	160
2025.08.05	22:30:00	3379.072	3380.407	3378.164	3379.719	1133	0	160
2025.08.05	23:00:00	3379.681	3382.177	3378.903	3381.886	1431	0	160
2025.08.05	23:30:00	3381.896	3383.974	3381.827	3383.186	2037	0	160
2025.08.06	00:00:00	3383.193	3385.245	3381.467	3384.872	2292	0	160
2025.08.06	00:30:00	3384.864	3385.340	3380.808	3383.459	2521	0	160
2025.08.06	01:00:00	3383.446	3383.691	3375.828	3378.160	3744	0	160
2025.08.06	01:30:00	3378.075	3381.579	3373.046	3376.151	3939	0	160
2025.08.06	02:00:00	3376.041	3377.785	3374.213	3375.434	3121	0	160
2025.08.06	02:30:00	3375.440	3377.509	3374.338	3376.313	2251	0	160
2025.08.06	03:00:00	3376.348	3378.430	3375.410	3377.033	2191	0	160
2025.08.06	03:30:00	3377.005	3377.269	3373.422	3374.607	2148	0	160
2025.08.06	04:00:00	3374.590	3376.509	3374.438	3374.789	1527	0	160
2025.08.06	04:30:00	3374.822	3376.179	3372.182	3372.441	1825	0	160
2025.08.06	05:00:00	3372.326	3373.297	3370.645	3371.768	2169	0	160
2025.08.06	05:30:00	3371.810	3374.806	3370.628	3374.256	2829	0	160
2025.08.06	06:00:00	3374.323	3377.959	3373.216	3377.156	2799	0	160
2025.08.06	06:30:00	3377.126	3378.650	3373.901	3375.138	2666	0	160
2025.08.06	07:00:00	3375.208	3375.208	3368.953	3370.265	2952	0	160
2025.08.06	07:30:00	3370.257	3377.143	3370.053	3373.621	3049	0	160
2025.08.06	08:00:00	3373.509	3374.697	3365.183	3366.649	3977	0	160
2025.08.06	08:30:00	3366.685	3367.592	3364.758	3365.179	2777	0	160
2025.08.06	09:00:00	3365.172	3367.806	3364.035	3364.548	2953	0	160
2025.08.06	09:30:00	3364.576	3364.576	3358.091	3358.919	3440	0	160
2025.08.06	10:00:00	3358.872	3365.444	3358.162	3363.667	3721	0	160
2025.08.06	10:30:00	3363.689	3365.266	3359.845	3363.597	3067	0	160
2025.08.06	11:00:00	3363.595	3366.664	3360.651	3366.151	2669	0	160
2025.08.06	11:30:00	3366.170	3367.015	3363.882	3365.174	2527	0	160
2025.08.06	12:00:00	3365.156	3365.336	3360.141	3364.475	3831	0	160
2025.08.06	12:30:00	3364.444	3369.299	3360.724	3367.545	4709	0	160
2025.08.06	13:00:00	3367.513	3371.486	3367.169	3369.168	5598	0	160
2025.08.06	13:30:00	3369.201	3373.552	3365.102	3371.709	8136	0	160
2025.08.06	14:00:00	3371.659	3376.534	3369.426	3376.249	5688	0	160
2025.08.06	14:30:00	3376.320	3379.331	3374.594	3379.273	3935	0	160
2025.08.06	15:00:00	3379.241	3379.975	3375.505	3376.567	3880	0	160
2025.08.06	15:30:00	3376.562	3379.101	3370.020	3377.431	5956	0	160
2025.08.06	16:00:00	3377.392	3379.439	3372.940	3374.776	3487	0	160
2025.08.06	16:30:00	3374.771	3376.998	3374.217	3376.003	3345	0	160
2025.08.06	17:00:00	3376.043	3377.648	3370.870	3372.645	3297	0	160
2025.08.06	17:30:00	3372.667	3376.411	3372.334	3374.638	2478	0	160
2025.08.06	18:00:00	3374.535	3374.604	3368.983	3369.739	2766	0	160
2025.08.06	18:30:00	3369.633	3374.435	3369.633	3371.673	2668	0	160
2025.08.06	19:00:00	3371.626	3373.129	3370.377	3371.631	2742	0	160
2025.08.06	19:30:00	3371.646	3372.709	3370.289	3371.665	2302	0	160
2025.08.06	20:00:00	3371.614	3372.183	3368.394	3368.766	1715	0	160
2025.08.06	20:30:00	3368.740	3369.170	3367.133	3369.079	2045	0	160
2025.08.06	22:00:00	3371.635	3374.796	3369.876	3371.396	2504	0	160
2025.08.06	22:30:00	3371.372	3372.534	3370.166	3372.018	2200	0	160
2025.08.06	23:00:00	3371.994	3372.008	3368.723	3369.017	2204	0	160
2025.08.06	23:30:00	3368.997	3370.666	3367.662	3370.155	2566	0	160
2025.08.07	00:00:00	3370.205	3373.001	3365.192	3372.262	4192	0	160
2025.08.07	00:30:00	3372.337	3374.828	3370.092	3372.336	4318	0	160
2025.08.07	01:00:00	3372.297	3378.257	3370.195	3378.069	5193	0	160
2025.08.07	01:30:00	3378.092	3382.535	3377.620	3382.311	4135	0	160
2025.08.07	02:00:00	3382.324	3384.146	3378.596	3378.961	3613	0	160
2025.08.07	02:30:00	3378.977	3381.700	3378.222	3379.641	2788	0	160
2025.08.07	03:00:00	3379.637	3379.772	3376.508	3378.073	2684	0	160
2025.08.07	03:30:00	3378.104	3380.243	3376.895	3379.696	2697	0	160
2025.08.07	04:00:00	3379.732	3380.695	3377.370	3377.875	2543	0	160
2025.08.07	04:30:00	3377.844	3379.883	3376.838	3377.523	2227	0	160
2025.08.07	05:00:00	3377.566	3380.998	3377.243	3379.727	3011	0	160
2025.08.07	05:30:00	3379.680	3379.759	3371.601	3375.564	4315	0	160
2025.08.07	06:00:00	3375.517	3380.844	3374.968	3380.250	4416	0	160
2025.08.07	06:30:00	3380.286	3387.841	3379.981	3387.667	3615	0	160
2025.08.07	07:00:00	3387.673	3393.906	3386.279	3392.167	4455	0	160
2025.08.07	07:30:00	3392.124	3397.446	3392.048	3396.155	5468	0	160
2025.08.07	08:00:00	3396.189	3396.603	3373.028	3374.453	10890	0	160
2025.08.07	08:30:00	3374.437	3382.433	3372.421	3378.153	6761	0	160
2025.08.07	09:00:00	3378.103	3381.235	3376.400	3376.877	5847	0	160
2025.08.07	09:30:00	3376.842	3380.612	3373.255	3376.761	5477	0	160
2025.08.07	10:00:00	3376.714	3378.818	3374.511	3374.559	3767	0	160
2025.08.07	10:30:00	3374.525	3378.131	3371.765	3372.897	3509	0	160
2025.08.07	11:00:00	3372.949	3383.187	3371.726	3381.859	5354	0	160
2025.08.07	11:30:00	3381.898	3383.308	3375.894	3378.183	6116	0	160
2025.08.07	12:00:00	3378.199	3381.764	3375.284	3381.252	4329	0	160
2025.08.07	12:30:00	3381.334	3389.798	3379.775	3380.823	7429	0	160
2025.08.07	13:00:00	3380.752	3387.381	3380.126	3386.470	6903	0	160
2025.08.07	13:30:00	3386.427	3393.835	3384.812	3384.927	11610	0	160
2025.08.07	14:00:00	3384.853	3390.312	3375.333	3382.098	20787	0	160
2025.08.07	14:30:00	3382.072	3389.343	3380.630	3387.799	9619	0	160
2025.08.07	15:00:00	3387.834	3390.318	3384.430	3386.000	5551	0	160
2025.08.07	15:30:00	3386.029	3390.844	3385.213	3390.102	3831	0	160
2025.08.07	16:00:00	3390.152	3392.606	3389.272	3389.770	3848	0	160
2025.08.07	16:30:00	3389.766	3390.236	3387.144	3388.820	2822	0	160
2025.08.07	17:00:00	3388.780	3389.287	3384.290	3389.046	4530	0	160
2025.08.07	17:30:00	3388.933	3392.989	3387.970	3392.185	3227	0	160
2025.08.07	18:00:00	3392.179	3393.999	3388.978	3388.978	2847	0	160
2025.08.07	18:30:00	3389.003	3391.025	3387.620	3388.279	3286	0	160
2025.08.07	19:00:00	3388.183	3390.252	3387.276	3389.903	2689	0	160
2025.08.07	19:30:00	3389.857	3400.872	3389.857	3399.659	8480	0	160
2025.08.07	20:00:00	3399.712	3401.837	3397.867	3401.115	4235	0	160
2025.08.07	20:30:00	3401.135	3401.873	3392.508	3396.399	6149	0	160
2025.08.07	22:00:00	3401.918	3409.019	3389.025	3393.071	15668	0	160
2025.08.07	22:30:00	3393.044	3406.515	3390.558	3405.178	13126	0	160
2025.08.07	23:00:00	3405.174	3407.028	3396.838	3397.986	5619	0	160
2025.08.07	23:30:00	3397.875	3401.954	3396.626	3400.470	4454	0	160
2025.08.08	00:00:00	3400.432	3402.356	3391.314	3392.103	10814	0	160
2025.08.08	00:30:00	3392.072	3395.415	3387.667	3389.810	9883	0	160
2025.08.08	01:00:00	3389.943	3390.942	3381.843	3384.718	13065	0	160
2025.08.08	01:30:00	3384.631	3385.622	3381.082	3383.411	8684	0	160
2025.08.08	02:00:00	3383.370	3388.521	3383.115	3386.771	5331	0	160
2025.08.08	02:30:00	3386.797	3389.986	3386.288	3388.369	5567	0	160
2025.08.08	03:00:00	3388.395	3389.754	3383.582	3388.913	6821	0	160
2025.08.08	03:30:00	3388.937	3397.785	3388.625	3395.835	6674	0	160
2025.08.08	04:00:00	3395.823	3398.961	3395.005	3398.024	3344	0	160
2025.08.08	04:30:00	3398.103	3399.272	3393.540	3394.363	4215	0	160
2025.08.08	05:00:00	3394.310	3396.048	3390.864	3391.833	4086	0	160
2025.08.08	05:30:00	3391.797	3394.653	3390.215	3392.296	4778	0	160
2025.08.08	06:00:00	3392.269	3397.710	3391.921	3394.007	6667	0	160
2025.08.08	06:30:00	3393.968	3395.370	3388.712	3393.447	5504	0	160
2025.08.08	07:00:00	3393.494	3400.464	3393.494	3394.935	6796	0	160
2025.08.08	07:30:00	3395.000	3404.215	3392.215	3402.012	13168	0	160
2025.08.08	08:00:00	3402.062	3402.631	3398.218	3399.376	4732	0	160
2025.08.08	08:30:00	3399.418	3399.925	3394.138	3394.372	7632	0	160
2025.08.08	09:00:00	3394.416	3401.283	3393.952	3399.367	6523	0	160
2025.08.08	09:30:00	3399.399	3401.410	3396.711	3400.646	5919	0	160
2025.08.08	10:00:00	3400.688	3401.003	3389.517	3390.404	6803	0	160
2025.08.08	10:30:00	3390.432	3391.607	3384.343	3385.135	7503	0	160
2025.08.08	11:00:00	3385.163	3388.574	3380.361	3381.829	8059	0	160
2025.08.08	11:30:00	3381.803	3388.653	3381.278	3386.249	9005	0	160
2025.08.08	12:00:00	3386.206	3396.605	3385.096	3394.336	12476	0	160
2025.08.08	12:30:00	3394.356	3401.944	3389.112	3391.621	17294	0	160
2025.08.08	13:00:00	3391.646	3395.932	3387.578	3392.550	14357	0	160
2025.08.08	13:30:00	3392.579	3401.643	3389.699	3400.247	11607	0	160
2025.08.08	14:00:00	3400.206	3401.305	3383.021	3383.251	15284	0	160
2025.08.08	14:30:00	3383.204	3391.222	3381.105	3390.573	6035	0	160
2025.08.08	15:00:00	3390.601	3395.231	3388.673	3393.216	5720	0	160
2025.08.08	15:30:00	3393.225	3395.278	3390.870	3395.248	4727	0	160
2025.08.08	16:00:00	3395.284	3398.663	3393.533	3397.895	4196	0	160
2025.08.08	16:30:00	3397.850	3400.679	3397.452	3397.492	3293	0	160
2025.08.08	17:00:00	3397.493	3399.045	3395.307	3398.483	4212	0	160
2025.08.08	17:30:00	3398.449	3399.553	3379.756	3379.756	5104	0	160
2025.08.08	18:00:00	3381.732	3404.261	3376.553	3394.202	48128	0	160
2025.08.08	18:30:00	3394.159	3400.657	3390.804	3395.431	10474	0	160
2025.08.08	19:00:00	3395.401	3400.830	3393.269	3394.325	8165	0	160
2025.08.08	19:30:00	3394.299	3399.539	3392.280	3398.566	8315	0	160
2025.08.08	20:00:00	3398.618	3398.898	3393.555	3395.493	3512	0	160
2025.08.08	20:30:00	3395.453	3398.697	3392.421	3398.564	3803	0	160
2025.08.10	22:00:00	3400.578	3401.819	3390.632	3394.638	6197	0	160
2025.08.10	22:30:00	3394.586	3395.732	3392.491	3395.282	2775	0	160
2025.08.10	23:00:00	3395.308	3397.045	3392.551	3394.576	2568	0	160
2025.08.10	23:30:00	3394.537	3395.069	3390.292	3391.548	2559	0	160
2025.08.11	00:00:00	3391.592	3391.639	3386.239	3388.015	5110	0	160
2025.08.11	00:30:00	3388.022	3388.258	3381.494	3381.561	5216	0	160
2025.08.11	01:00:00	3381.600	3383.930	3367.675	3375.176	9675	0	160
