<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.03.26	09:00:00	3024.033	3024.182	3019.649	3019.789	3365	0	159
2025.03.26	09:30:00	3019.818	3020.355	3017.543	3018.674	3887	0	159
2025.03.26	10:00:00	3018.704	3023.797	3016.886	3022.857	3239	0	159
2025.03.26	10:30:00	3022.857	3024.990	3021.063	3023.323	2936	0	159
2025.03.26	11:00:00	3023.227	3028.716	3023.227	3028.218	2966	0	159
2025.03.26	11:30:00	3028.219	3030.360	3026.413	3027.555	3492	0	159
2025.03.26	12:00:00	3027.540	3028.735	3025.500	3025.984	3729	0	159
2025.03.26	12:30:00	3025.930	3029.994	3025.289	3027.163	4262	0	159
2025.03.26	13:00:00	3027.135	3027.485	3021.568	3024.765	5085	0	159
2025.03.26	13:30:00	3024.795	3025.600	3015.873	3016.718	7269	0	159
2025.03.26	14:00:00	3016.689	3019.554	3014.903	3015.629	6349	0	159
2025.03.26	14:30:00	3015.581	3021.669	3015.127	3017.482	4541	0	159
2025.03.26	15:00:00	3017.443	3018.898	3012.325	3016.266	6423	0	159
2025.03.26	15:30:00	3016.363	3018.863	3014.932	3015.878	4142	0	159
2025.03.26	16:00:00	3015.911	3020.046	3015.423	3019.141	3962	0	159
2025.03.26	16:30:00	3019.110	3019.669	3015.157	3015.645	3194	0	159
2025.03.26	17:00:00	3015.686	3018.132	3015.209	3016.697	3081	0	159
2025.03.26	17:30:00	3016.718	3019.052	3015.530	3018.678	2966	0	159
2025.03.26	18:00:00	3018.693	3020.861	3018.653	3020.570	2700	0	159
2025.03.26	18:30:00	3020.570	3020.734	3018.119	3018.209	2513	0	159
2025.03.26	19:00:00	3018.254	3019.016	3015.766	3017.247	2533	0	159
2025.03.26	19:30:00	3017.271	3018.139	3015.973	3017.342	2404	0	160
2025.03.26	20:00:00	3017.367	3020.492	3017.198	3019.632	1552	0	160
2025.03.26	20:30:00	3019.625	3021.855	3018.887	3018.966	2088	0	159
2025.03.26	22:00:00	3020.487	3021.168	3018.012	3020.572	2580	0	160
2025.03.26	22:30:00	3020.531	3020.667	3018.826	3019.473	1689	0	159
2025.03.26	23:00:00	3019.461	3020.716	3017.558	3020.610	2038	0	160
2025.03.26	23:30:00	3020.640	3021.762	3019.682	3021.623	1696	0	160
2025.03.27	00:00:00	3021.563	3025.180	3021.522	3023.290	2647	0	159
2025.03.27	00:30:00	3023.335	3025.804	3021.649	3025.386	2055	0	160
2025.03.27	01:00:00	3025.352	3028.320	3024.933	3026.943	4105	0	159
2025.03.27	01:30:00	3026.942	3027.514	3022.926	3023.564	3727	0	159
2025.03.27	02:00:00	3023.583	3027.652	3023.265	3027.247	3383	0	159
2025.03.27	02:30:00	3027.265	3032.810	3027.117	3031.651	4535	0	160
2025.03.27	03:00:00	3031.655	3032.339	3029.686	3031.905	3494	0	160
2025.03.27	03:30:00	3031.901	3034.286	3030.927	3033.568	2267	0	159
2025.03.27	04:00:00	3033.568	3037.533	3033.023	3037.178	2686	0	159
2025.03.27	04:30:00	3037.151	3038.610	3031.725	3034.064	3474	0	160
2025.03.27	05:00:00	3034.100	3035.907	3031.631	3032.466	2881	0	159
2025.03.27	05:30:00	3032.429	3035.522	3029.300	3029.700	3822	0	159
2025.03.27	06:00:00	3029.708	3033.270	3027.463	3027.959	4544	0	159
2025.03.27	06:30:00	3027.906	3030.319	3026.699	3029.938	4814	0	159
2025.03.27	07:00:00	3029.913	3034.104	3029.214	3031.193	4450	0	159
2025.03.27	07:30:00	3031.228	3036.742	3029.589	3035.850	5373	0	159
2025.03.27	08:00:00	3035.866	3038.054	3034.320	3036.043	5094	0	159
2025.03.27	08:30:00	3036.074	3037.437	3033.757	3036.155	4073	0	160
2025.03.27	09:00:00	3036.119	3038.379	3034.601	3035.762	3169	0	160
2025.03.27	09:30:00	3035.775	3041.008	3034.696	3039.923	3006	0	159
2025.03.27	10:00:00	3039.957	3053.429	3039.802	3052.078	6267	0	159
2025.03.27	10:30:00	3052.102	3055.898	3050.887	3051.424	6480	0	160
2025.03.27	11:00:00	3051.465	3055.644	3048.856	3049.830	4999	0	160
2025.03.27	11:30:00	3049.865	3055.510	3049.711	3054.566	4212	0	159
2025.03.27	12:00:00	3054.548	3055.976	3049.364	3051.075	5107	0	159
2025.03.27	12:30:00	3051.391	3052.037	3047.142	3050.066	5866	0	159
2025.03.27	13:00:00	3050.036	3052.173	3038.284	3042.283	10122	0	159
2025.03.27	13:30:00	3042.321	3043.322	3033.403	3040.613	10730	0	159
2025.03.27	14:00:00	3040.638	3051.070	3040.638	3050.727	8956	0	159
2025.03.27	14:30:00	3050.655	3059.885	3049.811	3057.634	12014	0	159
2025.03.27	15:00:00	3057.668	3058.610	3053.031	3054.612	9666	0	159
2025.03.27	15:30:00	3054.656	3059.195	3051.373	3052.204	9724	0	159
2025.03.27	16:00:00	3052.123	3054.222	3050.362	3052.986	7682	0	159
2025.03.27	16:30:00	3053.042	3053.103	3047.787	3048.388	5112	0	159
2025.03.27	17:00:00	3048.372	3052.262	3048.228	3048.809	4132	0	159
2025.03.27	17:30:00	3048.836	3053.259	3047.841	3052.835	4977	0	159
2025.03.27	18:00:00	3052.889	3055.904	3052.713	3054.759	2933	0	160
2025.03.27	18:30:00	3054.796	3057.583	3054.796	3055.882	2967	0	159
2025.03.27	19:00:00	3055.908	3057.703	3054.938	3057.201	2420	0	160
2025.03.27	19:30:00	3056.442	3057.830	3056.395	3057.468	2944	0	159
2025.03.27	20:00:00	3057.438	3057.603	3055.134	3056.351	1413	0	160
2025.03.27	20:30:00	3056.335	3057.113	3056.005	3056.669	1081	0	160
2025.03.27	22:00:00	3055.858	3057.128	3054.756	3056.328	1400	0	159
2025.03.27	22:30:00	3056.336	3057.638	3054.488	3055.030	1775	0	159
2025.03.27	23:00:00	3055.065	3055.281	3054.144	3054.639	1250	0	159
2025.03.27	23:30:00	3054.537	3056.156	3054.231	3055.710	1458	0	159
2025.03.28	00:00:00	3055.726	3063.476	3054.993	3062.084	4126	0	159
2025.03.28	00:30:00	3062.042	3062.970	3060.735	3061.977	3036	0	159
2025.03.28	01:00:00	3061.937	3066.678	3061.841	3065.704	5169	0	159
2025.03.28	01:30:00	3065.742	3074.058	3065.742	3073.905	5642	0	159
2025.03.28	02:00:00	3073.874	3077.544	3072.669	3075.545	5056	0	159
2025.03.28	02:30:00	3075.453	3075.675	3070.061	3071.898	4568	0	159
2025.03.28	03:00:00	3071.847	3074.077	3069.940	3073.745	3842	0	159
2025.03.28	03:30:00	3073.785	3076.702	3069.645	3075.267	3595	0	159
2025.03.28	04:00:00	3075.250	3075.422	3072.568	3074.051	2529	0	159
2025.03.28	04:30:00	3074.054	3075.353	3072.747	3073.887	2562	0	160
2025.03.28	05:00:00	3073.837	3076.739	3072.446	3076.357	2607	0	159
2025.03.28	05:30:00	3076.373	3081.987	3075.883	3077.833	4639	0	160
2025.03.28	06:00:00	3077.809	3082.833	3076.649	3081.866	4885	0	159
2025.03.28	06:30:00	3081.828	3084.938	3080.255	3084.700	4609	0	159
2025.03.28	07:00:00	3084.626	3086.017	3082.126	3083.058	3751	0	159
2025.03.28	07:30:00	3083.051	3083.233	3077.783	3079.348	4013	0	159
2025.03.28	08:00:00	3079.302	3081.235	3066.153	3066.314	4840	0	159
2025.03.28	08:30:00	3066.279	3074.109	3066.201	3072.949	4167	0	159
2025.03.28	09:00:00	3073.000	3073.973	3069.589	3073.843	3622	0	160
2025.03.28	09:30:00	3073.879	3076.235	3071.923	3072.840	3252	0	159
2025.03.28	10:00:00	3072.882	3074.252	3067.365	3070.277	4245	0	159
2025.03.28	10:30:00	3070.271	3074.648	3069.671	3074.271	3711	0	160
2025.03.28	11:00:00	3074.233	3079.207	3074.071	3078.514	3966	0	159
2025.03.28	11:30:00	3078.574	3079.925	3076.114	3076.371	3558	0	159
2025.03.28	12:00:00	3076.344	3076.839	3072.495	3076.106	4752	0	159
2025.03.28	12:30:00	3076.111	3081.869	3074.030	3077.456	6951	0	159
2025.03.28	13:00:00	3077.383	3079.852	3070.752	3076.617	11683	0	159
2025.03.28	13:30:00	3076.642	3084.136	3071.324	3083.497	10572	0	159
2025.03.28	14:00:00	3083.469	3086.831	3075.426	3076.201	11797	0	159
2025.03.28	14:30:00	3076.176	3076.431	3068.026	3069.937	18271	0	159
2025.03.28	15:00:00	3069.911	3081.277	3067.255	3079.807	10759	0	159
2025.03.28	15:30:00	3079.797	3085.724	3078.908	3083.707	5917	0	160
2025.03.28	16:00:00	3083.677	3086.718	3080.410	3081.424	5388	0	159
2025.03.28	16:30:00	3081.440	3084.966	3081.362	3083.879	4573	0	159
2025.03.28	17:00:00	3083.839	3085.984	3080.512	3080.858	4652	0	159
2025.03.28	17:30:00	3080.900	3082.452	3076.112	3077.431	4592	0	159
2025.03.28	18:00:00	3077.473	3080.516	3077.326	3078.869	3674	0	159
2025.03.28	18:30:00	3078.911	3080.425	3073.497	3079.683	3667	0	160
2025.03.28	19:00:00	3079.658	3081.707	3079.437	3080.720	3134	0	159
2025.03.28	19:30:00	3080.732	3081.817	3080.038	3080.734	3121	0	160
2025.03.28	20:00:00	3080.708	3083.633	3080.708	3082.574	2092	0	159
2025.03.28	20:30:00	3082.598	3085.955	3081.706	3085.146	2473	0	159
2025.03.30	22:00:00	3092.531	3097.834	3089.162	3089.253	5577	0	159
2025.03.30	22:30:00	3089.254	3090.672	3088.585	3090.003	2192	0	159
2025.03.30	23:00:00	3090.000	3090.912	3087.934	3089.637	2700	0	160
2025.03.30	23:30:00	3089.602	3089.905	3087.793	3089.213	2816	0	159
2025.03.31	00:00:00	3089.159	3089.729	3082.640	3084.285	4526	0	159
2025.03.31	00:30:00	3084.268	3084.525	3077.412	3079.115	5064	0	159
2025.03.31	01:00:00	3079.079	3091.755	3076.790	3091.541	8951	0	159
2025.03.31	01:30:00	3091.502	3095.449	3090.011	3094.757	8032	0	159
2025.03.31	02:00:00	3094.747	3106.823	3093.852	3098.626	8665	0	159
2025.03.31	02:30:00	3098.594	3107.289	3098.133	3106.648	10451	0	159
2025.03.31	03:00:00	3106.694	3111.695	3105.147	3108.163	8266	0	159
2025.03.31	03:30:00	3108.195	3110.998	3105.851	3107.138	5218	0	159
2025.03.31	04:00:00	3107.072	3111.070	3105.925	3110.629	3644	0	159
2025.03.31	04:30:00	3110.635	3115.938	3110.351	3113.290	3847	0	159
2025.03.31	05:00:00	3113.251	3113.500	3107.573	3112.073	4686	0	159
2025.03.31	05:30:00	3112.046	3120.089	3110.389	3116.585	5786	0	159
2025.03.31	06:00:00	3116.486	3128.165	3114.154	3119.662	8963	0	159
2025.03.31	06:30:00	3119.700	3121.023	3113.435	3119.177	6851	0	159
2025.03.31	07:00:00	3119.205	3125.435	3118.662	3122.133	8710	0	159
2025.03.31	07:30:00	3122.024	3124.710	3118.605	3124.523	5089	0	159
2025.03.31	08:00:00	3124.477	3127.156	3120.919	3122.817	5400	0	160
2025.03.31	08:30:00	3122.848	3124.419	3121.098	3122.168	3849	0	159
2025.03.31	09:00:00	3122.208	3123.320	3118.990	3120.284	3979	0	159
2025.03.31	09:30:00	3120.234	3121.333	3111.820	3114.882	5698	0	159
2025.03.31	10:00:00	3114.876	3118.944	3111.829	3117.599	4846	0	159
2025.03.31	10:30:00	3117.631	3123.688	3117.169	3118.439	5718	0	159
2025.03.31	11:00:00	3118.464	3119.675	3114.703	3116.043	4599	0	159
2025.03.31	11:30:00	3116.082	3119.616	3113.370	3119.480	4602	0	159
2025.03.31	12:00:00	3119.471	3125.456	3118.095	3125.016	6857	0	159
2025.03.31	12:30:00	3125.027	3126.766	3121.100	3124.488	7170	0	159
2025.03.31	13:00:00	3124.445	3124.762	3113.828	3118.027	12907	0	159
2025.03.31	13:30:00	3118.053	3119.430	3099.753	3113.478	20154	0	159
2025.03.31	14:00:00	3113.430	3116.580	3110.870	3112.571	14174	0	159
2025.03.31	14:30:00	3112.542	3123.625	3111.062	3123.117	11852	0	159
2025.03.31	15:00:00	3123.168	3127.236	3119.945	3121.101	8867	0	159
2025.03.31	15:30:00	3121.152	3121.429	3112.888	3113.807	7165	0	159
2025.03.31	16:00:00	3113.847	3117.021	3111.637	3115.703	5470	0	159
2025.03.31	16:30:00	3115.682	3120.648	3114.944	3117.567	4839	0	160
2025.03.31	17:00:00	3117.526	3120.315	3116.621	3117.807	4751	0	159
2025.03.31	17:30:00	3117.754	3118.667	3115.822	3117.905	3783	0	159
2025.03.31	18:00:00	3117.908	3123.329	3117.312	3121.983	3609	0	159
2025.03.31	18:30:00	3121.946	3123.397	3120.495	3121.480	3136	0	160
2025.03.31	19:00:00	3121.472	3124.044	3121.257	3121.908	3524	0	159
2025.03.31	19:30:00	3121.961	3124.652	3120.862	3124.360	3370	0	159
2025.03.31	20:00:00	3124.320	3124.789	3122.883	3123.773	1763	0	159
2025.03.31	20:30:00	3123.771	3124.477	3123.030	3124.071	1431	0	160
2025.03.31	22:00:00	3125.076	3125.986	3121.737	3123.115	1566	0	159
2025.03.31	22:30:00	3123.120	3123.642	3122.129	3122.797	1111	0	160
2025.03.31	23:00:00	3122.773	3125.939	3122.729	3125.367	1702	0	159
2025.03.31	23:30:00	3125.356	3126.447	3120.024	3120.581	2382	0	159
2025.04.01	00:00:00	3120.569	3125.534	3120.200	3124.139	3862	0	159
2025.04.01	00:30:00	3124.138	3127.979	3123.954	3127.260	2856	0	160
2025.04.01	01:00:00	3127.229	3134.664	3126.549	3133.365	11061	0	159
2025.04.01	01:30:00	3133.435	3138.232	3129.806	3135.386	7324	0	160
2025.04.01	02:00:00	3135.422	3143.692	3132.955	3142.603	7163	0	159
2025.04.01	02:30:00	3142.655	3145.702	3140.812	3145.131	7980	0	159
2025.04.01	03:00:00	3145.089	3145.443	3142.553	3144.763	4587	0	159
2025.04.01	03:30:00	3144.796	3147.335	3143.668	3146.028	5074	0	159
2025.04.01	04:00:00	3146.000	3147.939	3142.796	3143.743	3332	0	159
2025.04.01	04:30:00	3143.719	3145.800	3143.244	3144.721	3022	0	159
2025.04.01	05:00:00	3144.673	3145.771	3141.590	3145.165	4402	0	159
2025.04.01	05:30:00	3145.095	3149.059	3130.495	3132.070	9334	0	159
2025.04.01	06:00:00	3132.078	3138.110	3126.530	3136.290	13628	0	159
2025.04.01	06:30:00	3136.249	3138.110	3131.809	3133.728	8687	0	159
2025.04.01	07:00:00	3133.702	3137.696	3130.899	3132.770	6475	0	159
2025.04.01	07:30:00	3132.796	3133.269	3124.131	3127.638	6849	0	159
2025.04.01	08:00:00	3127.594	3135.652	3126.392	3132.385	6515	0	159
2025.04.01	08:30:00	3132.345	3133.923	3129.430	3130.909	3494	0	159
2025.04.01	09:00:00	3130.953	3134.122	3130.077	3132.391	3219	0	159
2025.04.01	09:30:00	3132.355	3133.636	3130.322	3132.344	3543	0	159
2025.04.01	10:00:00	3132.383	3138.997	3130.793	3136.169	5024	0	159
2025.04.01	10:30:00	3136.122	3137.746	3131.842	3132.412	4816	0	159
2025.04.01	11:00:00	3132.374	3135.854	3129.152	3130.775	4625	0	159
2025.04.01	11:30:00	3130.849	3133.668	3128.655	3130.319	4643	0	160
2025.04.01	12:00:00	3130.354	3134.319	3127.689	3133.575	6387	0	159
2025.04.01	12:30:00	3133.617	3134.567	3130.853	3133.235	5045	0	159
2025.04.01	13:00:00	3133.287	3137.095	3128.270	3129.253	8337	0	159
2025.04.01	13:30:00	3129.297	3135.021	3128.182	3133.821	10348	0	159
2025.04.01	14:00:00	3133.783	3135.447	3123.639	3126.890	13223	0	159
2025.04.01	14:30:00	3126.866	3131.637	3124.405	3128.694	10334	0	159
2025.04.01	15:00:00	3128.737	3133.030	3125.696	3126.617	8289	0	159
2025.04.01	15:30:00	3126.618	3127.321	3113.401	3113.725	11431	0	159
2025.04.01	16:00:00	3113.690	3116.834	3100.761	3107.842	15029	0	159
2025.04.01	16:30:00	3107.882	3110.775	3105.189	3106.653	8627	0	159
2025.04.01	17:00:00	3106.690	3114.275	3105.671	3113.955	5873	0	159
2025.04.01	17:30:00	3113.846	3114.520	3112.145	3113.641	3778	0	159
2025.04.01	18:00:00	3113.613	3117.303	3113.289	3116.350	3638	0	159
2025.04.01	18:30:00	3116.448	3118.692	3113.291	3114.183	3002	0	159
2025.04.01	19:00:00	3114.201	3118.420	3113.711	3117.003	2434	0	159
2025.04.01	19:30:00	3117.103	3119.013	3116.401	3118.723	2851	0	159
2025.04.01	20:00:00	3118.681	3119.937	3117.971	3119.586	1325	0	159
2025.04.01	20:30:00	3119.599	3120.866	3113.095	3114.303	2230	0	159
2025.04.01	22:00:00	3114.278	3114.935	3107.742	3111.467	2880	0	159
2025.04.01	22:30:00	3111.456	3113.554	3110.948	3111.381	1937	0	160
2025.04.01	23:00:00	3111.418	3113.963	3111.242	3112.686	1750	0	159
2025.04.01	23:30:00	3112.689	3116.247	3111.281	3115.160	2492	0	159
2025.04.02	00:00:00	3115.126	3121.924	3112.970	3121.533	4554	0	159
2025.04.02	00:30:00	3121.528	3123.761	3120.305	3122.897	3625	0	160
2025.04.02	01:00:00	3122.883	3134.134	3121.348	3133.479	8117	0	159
2025.04.02	01:30:00	3133.447	3135.376	3129.361	3133.117	9079	0	159
2025.04.02	02:00:00	3133.189	3135.703	3130.765	3132.361	5942	0	159
2025.04.02	02:30:00	3132.304	3133.717	3128.559	3128.610	4779	0	159
2025.04.02	03:00:00	3128.581	3132.120	3127.166	3129.323	4146	0	159
2025.04.02	03:30:00	3129.306	3129.391	3124.583	3125.489	3154	0	160
2025.04.02	04:00:00	3125.458	3126.779	3124.119	3124.201	2323	0	160
2025.04.02	04:30:00	3124.195	3124.681	3115.548	3116.192	4429	0	159
2025.04.02	05:00:00	3116.156	3117.938	3112.143	3112.738	5002	0	159
2025.04.02	05:30:00	3112.772	3119.193	3108.623	3117.978	8751	0	159
2025.04.02	06:00:00	3117.982	3119.681	3113.976	3116.414	5397	0	159
2025.04.02	06:30:00	3116.405	3118.998	3114.553	3116.541	3804	0	159
2025.04.02	07:00:00	3116.575	3118.321	3112.175	3116.717	4911	0	160
2025.04.02	07:30:00	3116.772	3126.039	3115.710	3125.314	3435	0	160
2025.04.02	08:00:00	3125.275	3130.207	3123.340	3128.585	4550	0	159
2025.04.02	08:30:00	3128.560	3133.878	3127.980	3131.316	6215	0	159
2025.04.02	09:00:00	3131.227	3131.568	3127.748	3130.677	4418	0	159
2025.04.02	09:30:00	3130.673	3131.458	3126.966	3130.997	3308	0	160
2025.04.02	10:00:00	3131.018	3131.351	3125.770	3126.929	3720	0	159
2025.04.02	10:30:00	3126.971	3127.721	3110.052	3114.412	8093	0	159
2025.04.02	11:00:00	3114.438	3123.889	3114.296	3122.785	5947	0	159
2025.04.02	11:30:00	3122.794	3123.428	3118.896	3121.230	4086	0	159
2025.04.02	12:00:00	3121.314	3126.108	3117.046	3125.803	5159	0	159
2025.04.02	12:30:00	3125.836	3127.437	3122.268	3122.451	5749	0	159
2025.04.02	13:00:00	3122.377	3127.146	3120.745	3125.776	9365	0	159
2025.04.02	13:30:00	3125.820	3132.156	3116.597	3122.233	13187	0	159
2025.04.02	14:00:00	3122.199	3128.457	3119.383	3126.684	8311	0	159
2025.04.02	14:30:00	3126.773	3129.388	3124.072	3124.859	5215	0	159
2025.04.02	15:00:00	3124.826	3128.189	3120.806	3124.597	5646	0	159
2025.04.02	15:30:00	3124.560	3128.034	3124.032	3125.909	5002	0	159
2025.04.02	16:00:00	3125.935	3134.396	3125.935	3132.511	5381	0	159
2025.04.02	16:30:00	3132.537	3134.016	3127.100	3131.470	6016	0	159
2025.04.02	17:00:00	3131.377	3131.405	3123.228	3124.222	5399	0	159
2025.04.02	17:30:00	3124.198	3124.951	3120.837	3123.541	4492	0	160
2025.04.02	18:00:00	3123.582	3126.201	3118.692	3118.965	4497	0	159
2025.04.02	18:30:00	3119.013	3123.527	3118.666	3121.907	3362	0	159
2025.04.02	19:00:00	3121.874	3126.264	3121.523	3125.625	2815	0	159
2025.04.02	19:30:00	3125.631	3127.320	3124.177	3124.388	3053	0	159
2025.04.02	20:00:00	3124.358	3141.704	3104.795	3139.277	23474	0	159
2025.04.02	20:30:00	3138.795	3141.774	3125.121	3134.072	26048	0	159
2025.04.02	22:00:00	3130.015	3148.072	3122.557	3136.754	22364	0	159
2025.04.02	22:30:00	3136.710	3146.273	3135.924	3145.789	11300	0	159
2025.04.02	23:00:00	3145.814	3160.371	3145.814	3159.836	10549	0	159
2025.04.02	23:30:00	3159.814	3167.792	3157.093	3162.702	11811	0	159
2025.04.03	00:00:00	3162.555	3164.812	3140.717	3148.152	18810	0	159
2025.04.03	00:30:00	3148.114	3155.822	3144.400	3151.320	13272	0	159
2025.04.03	01:00:00	3151.345	3156.433	3147.902	3152.340	23374	0	159
2025.04.03	01:30:00	3152.351	3163.010	3150.816	3153.397	12572	0	159
2025.04.03	02:00:00	3153.425	3155.355	3147.908	3149.937	7600	0	159
2025.04.03	02:30:00	3149.949	3150.989	3142.241	3145.192	9411	0	159
2025.04.03	03:00:00	3145.152	3152.207	3144.679	3148.243	9539	0	159
2025.04.03	03:30:00	3148.240	3150.275	3146.166	3148.066	6549	0	159
2025.04.03	04:00:00	3148.020	3149.660	3147.113	3147.938	4168	0	159
2025.04.03	04:30:00	3147.912	3148.137	3139.083	3140.371	5918	0	159
2025.04.03	05:00:00	3140.425	3141.021	3127.604	3130.493	8271	0	159
2025.04.03	05:30:00	3130.544	3133.861	3124.006	3131.888	13772	0	159
2025.04.03	06:00:00	3131.924	3134.169	3121.428	3122.400	11096	0	159
2025.04.03	06:30:00	3122.360	3131.632	3116.392	3127.782	14859	0	159
2025.04.03	07:00:00	3127.840	3128.068	3119.781	3124.940	11144	0	159
2025.04.03	07:30:00	3124.966	3130.177	3121.062	3128.957	6829	0	159
2025.04.03	08:00:00	3129.011	3132.066	3127.239	3128.392	6330	0	159
2025.04.03	08:30:00	3128.394	3130.584	3126.015	3129.007	5764	0	160
2025.04.03	09:00:00	3129.125	3129.603	3124.939	3125.706	7195	0	159
2025.04.03	09:30:00	3125.665	3129.251	3121.488	3121.568	8316	0	159
2025.04.03	10:00:00	3121.603	3122.972	3104.601	3107.637	15936	0	159
2025.04.03	10:30:00	3107.604	3112.977	3089.165	3095.556	15408	0	159
2025.04.03	11:00:00	3095.509	3100.037	3087.566	3092.208	15984	0	159
2025.04.03	11:30:00	3092.184	3097.309	3085.061	3093.188	12950	0	159
2025.04.03	12:00:00	3093.193	3094.763	3074.899	3078.715	13403	0	159
2025.04.03	12:30:00	3078.597	3080.300	3061.916	3076.261	22325	0	159
2025.04.03	13:00:00	3076.233	3076.403	3054.052	3065.319	22579	0	159
2025.04.03	13:30:00	3065.374	3093.478	3064.174	3086.124	29804	0	159
2025.04.03	14:00:00	3086.698	3126.659	3086.053	3125.381	25458	0	159
2025.04.03	14:30:00	3125.345	3135.605	3117.672	3128.939	21676	0	159
2025.04.03	15:00:00	3128.968	3129.563	3103.896	3106.254	19213	0	159
2025.04.03	15:30:00	3106.295	3113.564	3105.582	3110.558	13757	0	159
2025.04.03	16:00:00	3110.604	3114.282	3101.799	3108.404	10084	0	159
2025.04.03	16:30:00	3108.444	3110.873	3106.370	3107.551	7043	0	159
2025.04.03	17:00:00	3107.533	3107.649	3100.681	3101.004	7588	0	159
2025.04.03	17:30:00	3101.033	3109.928	3099.949	3109.500	5711	0	159
2025.04.03	18:00:00	3109.542	3110.234	3102.909	3105.030	4164	0	159
2025.04.03	18:30:00	3104.989	3111.701	3102.115	3111.586	3948	0	159
2025.04.03	19:00:00	3111.608	3113.296	3106.688	3107.238	4181	0	159
2025.04.03	19:30:00	3107.196	3108.178	3101.532	3107.583	5019	0	159
2025.04.03	20:00:00	3107.567	3110.885	3107.200	3109.954	2976	0	159
2025.04.03	20:30:00	3109.917	3119.962	3109.702	3113.145	3891	0	159
2025.04.03	22:00:00	3114.351	3115.289	3112.854	3114.526	2061	0	160
2025.04.03	22:30:00	3114.484	3116.719	3112.327	3115.387	2243	0	160
2025.04.03	23:00:00	3115.423	3115.443	3109.757	3112.602	2634	0	159
2025.04.03	23:30:00	3112.630	3116.274	3112.435	3112.884	3781	0	159
2025.04.04	00:00:00	3112.908	3115.045	3109.028	3109.202	4963	0	160
2025.04.04	00:30:00	3109.161	3111.655	3106.014	3110.542	5129	0	159
2025.04.04	01:00:00	3110.508	3115.792	3110.313	3113.773	5386	0	160
2025.04.04	01:30:00	3113.771	3114.355	3109.102	3109.875	5082	0	159
2025.04.04	02:00:00	3109.867	3112.974	3104.395	3104.782	5725	0	159
2025.04.04	02:30:00	3104.734	3106.019	3091.197	3096.727	10921	0	159
2025.04.04	03:00:00	3096.691	3099.098	3086.989	3093.405	9811	0	159
2025.04.04	03:30:00	3093.382	3098.409	3091.755	3098.409	6765	0	159
2025.04.04	04:00:00	3098.438	3101.824	3095.992	3098.951	5319	0	159
2025.04.04	04:30:00	3098.905	3105.014	3097.435	3100.157	5368	0	159
2025.04.04	05:00:00	3100.119	3107.427	3098.820	3105.969	5937	0	159
2025.04.04	05:30:00	3106.014	3108.908	3101.675	3108.908	4746	0	159
2025.04.04	06:00:00	3108.882	3109.931	3102.474	3102.871	5835	0	159
2025.04.04	06:30:00	3102.913	3104.698	3100.471	3101.083	5025	0	159
2025.04.04	07:00:00	3100.978	3103.473	3092.831	3100.386	9866	0	159
2025.04.04	07:30:00	3100.347	3100.481	3091.993	3092.850	7942	0	159
2025.04.04	08:00:00	3092.824	3094.121	3081.843	3084.717	9187	0	159
2025.04.04	08:30:00	3084.788	3085.845	3078.448	3084.201	8117	0	159
2025.04.04	09:00:00	3084.175	3095.913	3083.869	3093.626	7923	0	159
2025.04.04	09:30:00	3093.680	3094.714	3086.550	3090.725	6051	0	159
2025.04.04	10:00:00	3090.749	3107.006	3090.501	3106.926	13631	0	159
2025.04.04	10:30:00	3106.851	3116.180	3104.436	3110.273	16005	0	159
2025.04.04	11:00:00	3110.230	3136.725	3109.109	3127.418	22857	0	159
2025.04.04	11:30:00	3127.462	3129.308	3095.552	3110.242	25753	0	159
2025.04.04	12:00:00	3110.248	3111.835	3091.155	3097.006	21427	0	159
2025.04.04	12:30:00	3096.944	3100.914	3069.359	3071.138	28759	0	159
2025.04.04	13:00:00	3071.176	3087.424	3069.878	3075.716	21722	0	159
2025.04.04	13:30:00	3075.763	3080.476	3059.600	3061.740	26249	0	159
2025.04.04	14:00:00	3061.858	3061.858	3041.684	3047.893	27514	0	159
2025.04.04	14:30:00	3047.868	3051.570	3026.903	3038.414	27144	0	159
2025.04.04	15:00:00	3038.455	3050.522	3023.781	3026.448	28723	0	159
2025.04.04	15:30:00	3026.402	3035.537	3016.939	3021.908	23093	0	159
2025.04.04	16:00:00	3021.944	3032.349	3017.578	3030.738	16515	0	159
2025.04.04	16:30:00	3030.700	3036.782	3026.716	3030.875	12682	0	159
2025.04.04	17:00:00	3030.909	3032.932	3017.179	3018.462	12108	0	159
2025.04.04	17:30:00	3018.428	3028.505	3015.556	3025.754	13367	0	159
2025.04.04	18:00:00	3025.714	3027.883	3021.512	3024.575	8249	0	159
2025.04.04	18:30:00	3024.557	3026.070	3017.896	3025.483	6895	0	159
2025.04.04	19:00:00	3025.508	3034.687	3021.970	3028.576	8851	0	159
2025.04.04	19:30:00	3028.611	3040.929	3027.734	3036.464	11194	0	159
2025.04.04	20:00:00	3036.423	3040.902	3033.840	3038.122	4847	0	159
2025.04.04	20:30:00	3038.133	3040.497	3035.687	3038.506	4204	0	159
2025.04.06	22:00:00	3028.686	3032.445	2999.824	3015.292	8903	0	159
2025.04.06	22:30:00	3015.253	3022.059	3005.102	3009.903	9402	0	159
